TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
Texas A&M,SEC,32,14,106.4,98.3,0.7129,49.3,49.3,20,18.5,32.7,32.5,34.2,27,51,49.1,30.8,33.1,69,-4.4,NA,NA,2019
Vanderbilt,SEC,32,9,100.3,100.1,0.5062,48.6,49.5,20.5,16.4,29,29.3,40.6,33.3,50,48,31.1,34.9,68.9,-9.1,NA,NA,2019
Abilene Christian,Slnd,28,7,90.6,111.3,0.0854,47.3,55.3,19.8,20.8,24.1,33.9,28.3,44.7,42,55.2,37.8,37,64,-16.8,NA,NA,2015
Central Arkansas,Slnd,29,2,89.1,116.3,0.0447,48.8,55,25.6,18.3,28,36.7,39.3,42.5,46.5,54.4,35.3,37.6,69.9,-23,NA,NA,2015
Houston Baptist,Slnd,24,8,98.6,115.7,0.1377,47.4,52.8,21.4,17.2,37.6,31.5,39.4,43.7,47.5,51,31.5,37.9,66.7,-12,NA,NA,2015
Incarnate Word,Slnd,25,14,104.1,111.9,0.3028,52,51.4,15.7,17.9,25.7,31.5,45.3,39.6,51.8,50.6,35,35.5,67.7,-6,NA,NA,2015
Lamar,Slnd,26,11,97.4,107.6,0.2414,49.7,52.8,23.4,20.4,34.6,32.9,41.9,46,50.7,50.8,31.9,37.6,66.5,-9.9,NA,NA,2015
McNeese St.,Slnd,27,11,99.2,110.4,0.2258,46.4,51.9,16,18.5,33.7,34.4,30.9,34.9,45.9,53.1,31.6,33.1,63.3,-11.2,NA,NA,2015
New Orleans,Slnd,26,8,95.7,109.4,0.1768,46.5,54.8,22.2,21.2,35.7,32.9,45.9,44,45.2,53.9,33.9,37.8,67.5,-13.3,NA,NA,2015
Nicholls St.,Slnd,26,7,89.6,105.5,0.1321,47.8,50,25,20.3,30.1,34.5,42.4,50.7,48.4,48.3,31.2,35.7,66.8,-13.9,NA,NA,2015
Northwestern St.,Slnd,28,15,109.3,115.9,0.338,52.9,54.4,15.9,19.6,29.8,38.9,35.1,36.9,51.6,51.8,36.8,40.1,73.1,-6.4,NA,NA,2015
Sam Houston St.,Slnd,31,22,101.6,94.4,0.6991,47.6,45.1,19.7,20.4,36,27.3,46.3,41.1,47.3,43.9,32.1,32.2,65,-3.4,NA,NA,2015
Southeastern Louisiana,Slnd,31,8,94.4,107.1,0.1899,50.9,50.4,22.5,19.4,29.1,32.2,32.5,33.9,53,48.6,31.2,35.8,66.8,-17.5,NA,NA,2015
Texas A&M Corpus Chris,Slnd,32,18,99.3,103,0.396,49.2,48.3,19.4,20.6,30.3,33.1,51,46.1,48.7,48.3,33.5,32.2,63.1,-8.8,NA,NA,2015
Abilene Christian,Slnd,27,9,96.3,111.8,0.1529,50.5,54.6,19.2,19.2,24.5,27.6,40.3,46.5,48.4,54.2,36.3,36.9,68.4,-14.4,NA,NA,2016
Central Arkansas,Slnd,28,7,99.8,117.8,0.1291,49.9,53.8,19.7,15.8,31.3,29.8,41.9,38.7,47.4,51.5,37.2,38.7,72.9,-16,NA,NA,2016
Houston Baptist,Slnd,30,13,100.2,112.8,0.2027,50.5,50.9,21.1,16.7,29.6,31.9,44.9,36.7,49.3,49.1,35.5,36.3,71.1,-10.8,NA,NA,2016
Incarnate Word,Slnd,25,14,99.6,110.7,0.2274,49.9,52.9,17.8,18.2,22.5,28.8,35.5,38.1,44.7,52.4,38.9,35.9,68.3,-6.3,NA,NA,2016
Lamar,Slnd,26,7,95.3,112.8,0.1254,47.4,52,20.5,19.4,33.4,31.9,42.6,46.6,46.7,51.4,32.6,35.6,72.8,-15.9,NA,NA,2016
McNeese St.,Slnd,26,7,97,114.5,0.1298,46.7,52.3,17.7,16.1,28.1,33,36.2,37.7,44.9,50.8,33.2,37.3,69.3,-14.1,NA,NA,2016
New Orleans,Slnd,27,7,95.3,111.8,0.1371,45.1,52.9,19.7,21.4,34.8,33.5,43.2,43,43.8,51.5,32.5,37,72.7,-16.5,NA,NA,2016
Nicholls St.,Slnd,31,8,91.2,107.2,0.1355,47.1,50.8,22,18.2,25,34.5,40.4,39.7,47.7,49.3,30.9,35.9,69.8,-16.7,NA,NA,2016
Northwestern St.,Slnd,24,5,100.8,118.2,0.1378,50.2,55.1,19.5,18.6,27.3,38.6,35.2,36.1,49.5,54.8,34.3,37.1,74.2,-14.4,NA,NA,2016
Sam Houston St.,Slnd,30,15,101.1,107.4,0.3323,49.3,51.9,16.9,18.7,28.8,23.7,36.6,44.8,48,50.9,34.1,35.6,67.8,-8.9,NA,NA,2016
Southeastern Louisiana,Slnd,31,10,96.2,112.1,0.1468,51.1,52.1,21.5,19.1,29.4,33.6,37,41.9,49.1,49.5,36.5,37.5,69,-15.8,NA,NA,2016
Texas A&M Corpus Chris,Slnd,31,23,100.7,103.4,0.4251,49.2,48.9,17.7,22.5,30.9,33.2,37.7,44.5,48.2,46.6,34.1,35.2,69.3,-1.9,NA,NA,2016
Abilene Christian,Slnd,25,13,97.5,107.5,0.245,52.5,52.8,21,21.4,23,31.7,34.7,44.3,50.7,52.1,37.1,36.1,67.1,-12.5,NA,NA,2017
Central Arkansas,Slnd,32,8,102.9,117.5,0.1794,49.8,55.1,19.1,15.7,28.8,31.7,35.9,32,46.7,52.2,37.5,39.2,72.4,-17.4,NA,NA,2017
Houston Baptist,Slnd,27,17,103.9,110.7,0.3266,49.1,53.2,19.3,18.5,35.7,28.6,37.8,38.7,48.6,52.6,33.5,36.2,71.6,-7.7,NA,NA,2017
Incarnate Word,Slnd,25,12,100.7,113.7,0.1993,51.4,51.5,18.6,16.6,22.2,32.4,43.6,38.9,48.2,51.8,37.8,33.7,73.1,-13.2,NA,NA,2017
Lamar,Slnd,30,19,102.4,108.2,0.3458,51,51.9,19.5,21,31.2,29.4,40.3,42.2,49.3,53.1,35.8,32.9,69.2,-10.7,NA,NA,2017
McNeese St.,Slnd,26,7,95.6,110.2,0.1628,47.5,50.6,19.8,17.9,25.4,36.2,34.4,39.1,46.2,49.7,33.4,35.1,71.6,-16,NA,NA,2017
Nicholls St.,Slnd,27,14,100.3,112.4,0.2132,49.5,55.6,20.4,20.4,26.8,37.6,35.8,33.5,49,51.7,33.5,41.7,71,-11.9,NA,NA,2017
Northwestern St.,Slnd,25,13,100,112.5,0.2056,50.1,53.9,20.8,19.2,29.6,32.4,41,39.4,47.9,52.5,36.3,37.8,72.3,-12,NA,NA,2017
Sam Houston St.,Slnd,30,21,95.8,102.9,0.3053,47.1,50,19.3,22.2,31.6,27.4,36.3,48.2,47.7,48.8,30.6,34.7,71.6,-8.6,NA,NA,2017
Southeastern Louisiana,Slnd,30,16,96.3,103.1,0.3141,50.2,49,22.8,21.6,35,30.8,37,39.6,48.3,47.6,36.1,34.5,68.8,-11.9,NA,NA,2017
Stephen F. Austin,Slnd,30,18,95.4,102.9,0.2943,49.2,52.1,24.8,22.9,34.7,28.4,40.6,44.4,50.3,52,31.4,34.9,67.6,-9.5,NA,NA,2017
Texas A&M Corpus Chris,Slnd,33,24,102.3,102.3,0.502,51.3,51.6,18.8,23,29.3,31.1,37.1,41.2,52.1,51.3,32.8,34.6,69.6,-6.5,NA,NA,2017
Abilene Christian,Slnd,28,16,96.5,106.6,0.2423,50.4,51.4,20.3,21.6,27.3,29.7,31.5,43.2,51.9,52.3,31.8,33.2,69.8,-11.3,NA,NA,2018
Central Arkansas,Slnd,34,18,104.2,109.8,0.3542,51.7,50.9,18.3,19,27.2,33.1,36.1,37.9,50.7,49.4,35.6,36,73.9,-10.6,NA,NA,2018
Houston Baptist,Slnd,28,6,99.2,115.4,0.1491,46,56.1,18.8,18.8,34,31.2,35.5,38.6,44.4,54.2,32.8,39.7,74.6,-18.9,NA,NA,2018
Incarnate Word,Slnd,24,7,94.5,113.9,0.1047,47.6,52.5,23.2,17.7,26.9,35.4,41.1,33.8,45.4,50.6,34.6,37.6,70.6,-16.5,NA,NA,2018
Lamar,Slnd,29,19,101.1,105.1,0.3909,48.5,51.7,17.9,21.9,31.7,27.8,36.3,38.3,46.7,51.3,34.4,35,68.8,-9.7,NA,NA,2018
McNeese St.,Slnd,25,12,99.2,111,0.2155,48.8,49.8,19,15.2,29.3,33.3,32.7,31.5,47.3,48.4,34.6,35,71,-12.6,NA,NA,2018
New Orleans,Slnd,30,16,97,108.1,0.2222,48.8,53.2,21.9,22.3,32.6,30.9,41.5,38.3,47.3,51.6,35.6,37.6,67.1,-10.7,NA,NA,2018
Nicholls St.,Slnd,28,21,101.8,103.8,0.4465,51.9,50.2,20.4,21.1,30.5,30.6,37.3,45.2,51.6,49.7,34.8,34.1,75.2,-6.3,NA,NA,2018
Northwestern St.,Slnd,25,4,88.2,109.9,0.0743,44.3,54.1,24.7,19.1,32.4,34.5,33.2,40.1,44.9,53.1,28.3,37.2,70.5,-18.1,NA,NA,2018
Sam Houston St.,Slnd,32,21,101,106.1,0.3629,48.2,51.8,18.8,20.1,32.5,27.4,34,37.6,47,53.1,33.7,33.3,68.1,-9.4,NA,NA,2018
Southeastern Louisiana,Slnd,31,22,102.7,104.8,0.4426,51.2,49.6,19.6,20.3,29.5,33.6,35.3,29,50.9,48.4,34.4,34.6,67.2,-6.5,NA,NA,2018
Texas A&M Corpus Chris,Slnd,26,11,93.7,107.9,0.1637,48.1,52.3,23,21.2,28.8,29.3,37,46.1,46.7,51.6,34.4,35.5,69,-14,NA,NA,2018
Central Arkansas,Slnd,30,14,98.6,110.7,0.2097,49.1,51.9,19.7,18,24.5,30.9,34.2,34.3,46.3,51.2,35.3,35.3,72,-13.4,NA,NA,2019
Houston Baptist,Slnd,28,12,102.2,112.1,0.2576,49.6,55.7,19.5,20.2,33.8,29.6,42.4,35.7,49.3,54.3,33.4,39,75.1,-13.1,NA,NA,2019
Incarnate Word,Slnd,27,6,97.2,119.2,0.0875,51.9,59.3,24.1,19.7,23.1,32.7,34.8,39.1,51.4,61.2,35.1,37.6,66.4,-20.2,NA,NA,2019
Lamar,Slnd,29,20,103,107,0.3905,49.3,52.2,20,19.8,36.2,27.4,42.3,35.7,48.8,52.3,33.6,34.6,69.7,-9,NA,NA,2019
McNeese St.,Slnd,27,9,96.3,113.6,0.1306,49.8,54.2,21.3,17.7,29.7,31.9,38.8,29.3,51.3,53.8,31,36.5,67.5,-17.4,NA,NA,2019
New Orleans,Slnd,29,19,96.2,105.2,0.2631,48,50,21.8,22.5,32.8,34.2,36,40.4,47.2,50.5,33.3,32.7,69.7,-8.7,NA,NA,2019
Nicholls St.,Slnd,27,14,98.3,110.3,0.2102,50.1,51,17.2,18.1,23.5,33.6,21.9,36,45.4,53.5,37,30.7,70.2,-12.6,NA,NA,2019
Northwestern St.,Slnd,28,11,89,109.4,0.085,44.7,51.2,22.7,19.5,28.9,34.7,33.6,36.5,46.2,48.1,28,37.5,69.9,-14.9,NA,NA,2019
Sam Houston St.,Slnd,30,21,105.6,106.4,0.477,51.8,51.2,18.3,21.2,29.7,28.6,26,43.3,48.6,51.4,37.5,34,67.7,-6.7,NA,NA,2019
Southeastern Louisiana,Slnd,31,17,98.9,105.4,0.3256,50.4,50.2,24.1,20.9,32.5,28.2,37.2,39.3,50.4,50.6,33.6,32.9,66.8,-10.8,NA,NA,2019
Stephen F. Austin,Slnd,26,14,94.5,108.8,0.1655,48.4,52.6,20.5,21.5,29.1,32.9,36.2,36.1,47.6,49.9,33.3,37.4,70,-11.9,NA,NA,2019
Texas A&M Corpus Chris,Slnd,28,14,93.9,104.1,0.2355,47.9,48.6,22.3,20.1,31.1,27.5,29.8,41.7,47.6,46.1,32.3,34.9,66.3,-13.7,NA,NA,2019
Denver,Sum,30,12,103.5,107.5,0.3943,56.2,52.9,19.1,20.4,19.3,29.6,31.2,51.2,55.5,51.7,38,37.1,57.9,-12.5,NA,NA,2015
IPFW,Sum,28,13,104.5,107.5,0.418,53.3,51.3,18.7,16,25.1,26.6,41.1,27.7,52.6,49.9,36.3,36,65,-9.2,NA,NA,2015
IUPUI,Sum,31,10,92.4,101.2,0.258,46.5,51.3,23.6,20.9,31.1,28.3,32.8,41.8,47.3,48.5,29.6,38.3,64.1,-14.5,NA,NA,2015
Nebraska Omaha,Sum,28,11,100.3,108,0.2994,49.3,53.3,18.3,20.3,30.5,28.9,42.6,38.9,49.2,51.7,33.1,37.6,74.2,-12.8,NA,NA,2015
Oral Roberts,Sum,32,17,104.1,107.5,0.4106,48.1,51,17.6,18.6,29.5,31.3,44.5,37.8,45.6,48.8,35.8,37.5,65.8,-8.4,NA,NA,2015
South Dakota,Sum,31,15,101,106.4,0.3558,47.1,51,16.7,17.5,31,27,33.7,35.6,44.2,51.1,35.8,33.9,65.9,-10.7,NA,NA,2015
South Dakota St.,Sum,33,22,106.7,100.2,0.6727,51.9,47.2,16.9,18.1,28.8,28.2,40.4,41.2,48.6,45,38.1,34.7,66.4,-4.7,NA,NA,2015
Western Illinois,Sum,26,6,89.4,106.8,0.1153,45.3,50.7,18.3,16.7,20,28.9,30.3,37.1,41.2,49.4,35.2,35.5,67,-15.4,NA,NA,2015
Denver,Sum,31,16,102.2,103.7,0.4573,55.7,52,20.8,22.7,20,31,36.6,43.3,54.3,49.9,38.3,37.2,62,-10.2,NA,NA,2016
IPFW,Sum,32,22,110.4,108.4,0.5522,54,52.9,17.3,15.7,28.1,26.5,33.4,30,49,50.2,40.3,38.7,70.3,-2.7,NA,NA,2016
IUPUI,Sum,31,12,97.8,102.1,0.3794,46.9,51.1,18.9,18.1,27.7,28.1,31.9,38.9,45.6,51.3,33.3,33.8,69.6,-11,NA,NA,2016
Nebraska Omaha,Sum,30,16,108.1,107.8,0.5084,51.9,53.1,16.6,20.3,28.1,31.6,42.6,38.5,52.6,52.7,33.6,35.9,77.2,-7.6,NA,NA,2016
North Dakota St.,Sum,31,18,100.1,99.8,0.5098,49.9,47.7,16.2,16.9,25.6,26.2,33.9,31.8,49.1,47.2,34.1,32.4,65.4,-7.2,NA,NA,2016
Oral Roberts,Sum,29,12,106.4,107,0.485,50.5,52.1,17.3,15.9,28.1,30,36.6,33,48,50.2,38,37.4,69.8,-9.4,NA,NA,2016
South Dakota,Sum,30,12,104.7,109.9,0.3625,51.7,54.2,16.4,19,25,30.2,30.1,40.9,50.5,50.9,36.4,39.8,71.5,-11.6,NA,NA,2016
Western Illinois,Sum,24,7,99.5,106.2,0.3205,49.3,50.1,18.2,15.2,25.5,27,32,42.4,46,46.4,37.8,39.1,68.6,-11.4,NA,NA,2016
Denver,Sum,30,16,105.5,109.4,0.396,54.8,51.4,19.4,15.5,28.8,24.7,34.6,39.1,52.1,50,40.2,35.8,68.1,-9.4,NA,NA,2017
Fort Wayne,Sum,30,20,107.1,106.7,0.511,56.4,53.5,17.8,17.8,28.8,24.6,25.8,32.3,54.9,49.9,39,39.1,72.9,-6.9,NA,NA,2017
IUPUI,Sum,30,14,105.4,109.1,0.4022,51.6,54.4,16.8,19,29.6,29.4,33.2,43.3,48.5,54.1,37.8,36.6,70.9,-11.3,NA,NA,2017
Nebraska Omaha,Sum,31,18,106.8,108,0.4684,52.3,54,18.3,19.3,28.9,31.3,40.6,33.7,49,53,38.4,37,75.1,-7.2,NA,NA,2017
North Dakota St.,Sum,28,19,102.7,104.5,0.4509,52.2,50.4,16.9,17.2,25,28,39.7,31.3,50.8,46.7,36.3,37.8,68.2,-6,NA,NA,2017
Oral Roberts,Sum,28,8,103,109.4,0.3327,49.6,54.7,16.7,16.1,25,29.4,30.6,32,47.9,51.8,35.4,39.6,70.7,-15,NA,NA,2017
South Dakota,Sum,32,22,102.8,102.9,0.4986,49.6,50.8,16.2,18.5,27.5,27.3,42.7,31.9,48.8,47.7,34.2,37.5,72.1,-5.7,NA,NA,2017
Western Illinois,Sum,26,8,96.7,107.9,0.221,50.4,51.2,18.4,13.8,18.9,25.4,29,40.7,45.1,46.2,38.7,41.5,70,-15.3,NA,NA,2017
Denver,Sum,28,15,102,105.2,0.4133,52.4,51.3,21.8,15.7,30.6,24.9,32.8,37,49.2,52,39.5,33.5,67.5,-9.6,NA,NA,2018
Fort Wayne,Sum,29,18,106.9,108.2,0.4657,52.9,53.8,15.7,19.9,25.6,26.6,31.6,29.7,51.3,53.4,36.6,36.4,73.8,-8.2,NA,NA,2018
Nebraska Omaha,Sum,29,9,103,114.6,0.2275,51.3,55.8,18,15.7,24.9,30.7,27.3,28.2,50,54.7,35.8,38.4,71.7,-13.9,NA,NA,2018
North Dakota St.,Sum,29,15,103.3,104.9,0.4541,53.7,49.6,18.4,14.4,23,25.2,30.4,33.5,52.5,47.8,36.8,35.3,67.6,-10,NA,NA,2018
Oral Roberts,Sum,28,11,104.8,111.8,0.3222,48.9,54.2,19,15.3,35,30.9,24.3,31.2,47.7,53.9,34.2,36.5,66.7,-12,NA,NA,2018
South Dakota,Sum,31,26,108.3,98.6,0.7458,52.1,48.4,15.7,19.9,29.4,27.1,35.7,29.7,51.9,47.1,35,33.7,71.7,-1.8,NA,NA,2018
Western Illinois,Sum,24,12,96.4,106.1,0.2487,49.9,51.2,18.6,14.5,18,27.2,28.3,29.3,48.6,48.9,34.9,36.6,69.2,-11,NA,NA,2018
Denver,Sum,29,8,98.3,111.5,0.1916,50.2,56.5,19.7,15.7,26.4,22.9,26.2,28.3,47.8,51.7,36.2,41.8,68.8,-16.1,NA,NA,2019
Fort Wayne,Sum,30,18,106.5,107.1,0.4839,55.8,54,16.8,17.1,23.1,28.6,26.9,25,55.8,52,37.2,38,73.1,-9.5,NA,NA,2019
Nebraska Omaha,Sum,31,21,108.4,109.5,0.4722,54.4,55,13.5,16.8,24.8,25.6,24.1,27.1,51.8,55.2,39.3,36.5,69.5,-4.6,NA,NA,2019
Oral Roberts,Sum,30,11,103.6,112.6,0.2769,52.2,54.1,20.4,14.5,29.8,27.1,26.1,32.7,50.7,51.3,36.4,39,68.6,-14.3,NA,NA,2019
South Dakota,Sum,28,13,100.2,104.9,0.3711,50.1,51.7,16.1,17.4,21.5,25.6,35.9,35.2,49.6,50.7,33.9,35.8,68.3,-11.7,NA,NA,2019
South Dakota St.,Sum,32,24,111.3,104.2,0.6822,58.5,50.2,16.3,15.6,23.9,22.7,31.9,23.7,56.2,48.8,41.2,34.5,72.4,-3.4,NA,NA,2019
Western Illinois,Sum,29,10,96.9,106.8,0.2463,49.8,52.2,16.3,14.5,22.6,25.5,23.2,28.1,45.9,48.4,38.2,38.9,68.7,-16,NA,NA,2019
Alabama A&M,SWAC,28,8,92.8,113.9,0.0867,44.7,50.5,21.9,18.3,35.2,36.4,41.6,41.3,45.4,50.7,29.1,33.3,63.5,-15.9,NA,NA,2015
Alabama St.,SWAC,27,17,94.4,105.2,0.2249,48.2,46.9,19.7,19.2,36,29.2,34.6,35.6,46.4,45.3,35.4,33.6,68,-7.2,NA,NA,2015
Alcorn St.,SWAC,30,5,91.6,118.2,0.0502,43.1,52.8,17.2,18.6,30.2,35.9,37.5,39.9,43.3,50.9,28.4,38.2,66.9,-20.6,NA,NA,2015
Arkansas Pine Bluff,SWAC,32,12,90.1,108.7,0.1035,46.3,51.2,23.5,24.9,30.5,39.5,35.6,48.8,44.2,48.8,33.3,36.9,64.1,-15.1,NA,NA,2015
Grambling St.,SWAC,27,0,76.7,117,0.0077,39.4,52.2,26.1,16.9,28.9,36.4,39.6,38.7,38.4,54.3,28.3,32.1,65.5,-22.3,NA,NA,2015
Jackson St.,SWAC,32,11,88.6,102.5,0.1581,42.9,48.6,21.9,22.7,37.7,28.1,32.9,54.1,43.7,47.2,27.4,34.1,64.2,-16.9,NA,NA,2015
Mississippi Valley St.,SWAC,32,6,89,116.3,0.0439,42.7,54.5,20.9,20.8,30.1,39.7,33,36.7,41.7,55.1,30.3,35.5,71.1,-20.8,NA,NA,2015
Prairie View A&M,SWAC,32,14,95.6,106.9,0.2165,47.5,48.4,20.7,24.3,32.1,40.1,30.9,51.2,46.7,50.1,33.1,29.8,69,-12.3,NA,NA,2015
Southern,SWAC,32,15,90.9,102.6,0.2001,45.1,44,20.1,20.6,32.1,34.7,40.5,45.6,44.9,43.7,30.6,29.8,65.1,-11.7,NA,NA,2015
Alabama A&M,SWAC,28,10,98.3,113.6,0.1599,46.6,50.5,17.6,17,31.6,31.7,38.4,39.5,49,51.7,28.4,32.1,66.2,-15.1,NA,NA,2016
Alabama St.,SWAC,29,12,98,110.8,0.197,45.8,51.2,17.2,18.3,31.4,30,31.7,45,43.6,51.6,33.3,33.7,69.8,-13.1,NA,NA,2016
Alcorn St.,SWAC,28,13,96.8,111.5,0.1647,45.6,51,21.1,17.3,34.8,31.9,38.4,39.7,45.3,48.6,30.8,37,66.5,-11.5,NA,NA,2016
Arkansas Pine Bluff,SWAC,33,8,87.8,109.6,0.0719,45,49.2,23.8,20.2,27.7,37.4,30.1,53.7,44.7,49.6,30.3,32.3,65.8,-17.8,NA,NA,2016
Grambling St.,SWAC,28,4,85.9,110.5,0.0523,43.8,50.8,21.7,20,24.9,32.5,44.2,41.4,45.3,51.5,27.4,33.1,66.9,-19.7,NA,NA,2016
Jackson St.,SWAC,34,18,94.1,101.1,0.3056,45.7,45.5,17.8,20.7,32.3,28.4,30.4,48.1,45.4,44.6,30.8,31.5,68.2,-10.7,NA,NA,2016
Mississippi Valley St.,SWAC,35,8,90.2,111,0.0844,43,51,18.5,19.4,27.1,34.6,31.3,35.2,42,54.5,30.3,30.3,72.2,-21.6,NA,NA,2016
Prairie View A&M,SWAC,31,7,88.3,107.1,0.0987,41.8,50.7,21.8,23.4,30.7,36.3,36.4,47.4,42.1,53,27.3,30.6,69.7,-18.3,NA,NA,2016
Texas Southern,SWAC,33,18,105,108.7,0.4028,51.8,49.2,19.3,15.8,35.3,28.4,41.5,24.6,52.3,48.7,33.8,33.5,68.4,-7.7,NA,NA,2016
Alabama A&M,SWAC,29,2,90.4,123.6,0.0266,44.3,53.7,19.8,14,29.3,36.2,39.5,33.7,45.6,53.2,27.5,36.3,65.7,-24,NA,NA,2017
Alabama St.,SWAC,30,8,90.2,114.1,0.0625,44.3,50.3,22,18,34.5,31.8,34.6,42.6,44.4,49.7,29.4,34.5,70,-19.2,NA,NA,2017
Alcorn St.,SWAC,29,18,94.1,106.7,0.1906,47.9,47.3,20.4,18.6,31.9,31.2,32.8,39.8,47.9,48.3,32,30.2,69,-9.7,NA,NA,2017
Arkansas Pine Bluff,SWAC,30,6,84,110.8,0.0396,46,52.2,25.9,23.5,29.9,35.4,32.8,58.5,42.9,54.3,34.4,32.6,69,-20.2,NA,NA,2017
Grambling St.,SWAC,30,15,94.7,112.9,0.1175,46.8,55.5,20.2,24.3,32,35,38.1,42.2,46.6,54.8,31.5,37.8,68.5,-13.6,NA,NA,2017
Jackson St.,SWAC,29,14,92.2,108.8,0.1295,44.2,49.6,18.5,19.8,34,28.7,33.7,48.4,44,49.6,29.8,33.1,65.6,-13.6,NA,NA,2017
Mississippi Valley St.,SWAC,32,7,94.6,118.8,0.0684,46.6,56.4,19.7,19.5,30.4,33.9,33.5,37.8,44.9,56,34.3,38.1,72.4,-18.2,NA,NA,2017
Prairie View A&M,SWAC,31,13,96.9,111.2,0.1705,48.6,52.9,18.8,21.7,24.7,35,35.4,49.5,46.4,52.2,34.9,36.2,69.7,-13.9,NA,NA,2017
Southern,SWAC,30,15,96.7,114.7,0.1225,47.8,48.4,19.8,17.2,34.2,33.7,42.8,37.8,47.6,48.3,32.1,32.4,69.8,-13.5,NA,NA,2017
Alabama A&M,SWAC,31,3,87.6,115,0.0419,45,54,24.2,16.6,30,32.5,31.4,29.8,44.8,52.3,30.3,38.4,67.5,-23,NA,NA,2018
Alabama St.,SWAC,31,8,94.3,115.9,0.0858,46.5,51.9,19.9,18.3,31.9,34.7,35.2,46.6,45.2,49.4,32.8,37.7,70.2,-18.2,NA,NA,2018
Alcorn St.,SWAC,28,11,94.4,114.4,0.0992,48.3,52.1,20.8,17.9,27.1,33.1,33.7,40.1,47.8,50.4,32.7,36.3,69.2,-16.4,NA,NA,2018
Arkansas Pine Bluff,SWAC,35,14,92.7,110.2,0.1208,49.6,49.2,20.6,22.7,23.4,37.8,36.6,44.7,49.7,49.1,32.9,32.9,68.8,-16.3,NA,NA,2018
Grambling St.,SWAC,30,17,93.2,106.4,0.1789,45.6,49.1,21,20.2,32,30.5,40.7,42.9,44.5,50,32.6,31.7,73,-10,NA,NA,2018
Jackson St.,SWAC,30,12,89.2,108.2,0.0977,43,51.8,17.3,21.4,30.7,31.7,24.9,46.6,39.3,51.5,32.8,34.9,64.9,-16,NA,NA,2018
Mississippi Valley St.,SWAC,32,4,89.6,114.5,0.0564,42.6,54.9,19.1,19.6,30.4,31.1,29.1,39.2,41.6,54.6,30.1,36.8,69.9,-22.5,NA,NA,2018
Prairie View A&M,SWAC,33,16,100.1,110.2,0.2483,48.9,52.7,18.5,22.5,31.3,32.8,39.2,47.9,49.2,54.4,32.3,33.2,72.1,-11.7,NA,NA,2018
Southern,SWAC,31,15,93.5,109.4,0.1415,44.3,48.8,19.3,17.4,32.9,30.1,41.5,37.6,42.3,47.1,33.2,34.5,69.1,-13.3,NA,NA,2018
Alabama A&M,SWAC,32,5,87.2,109.3,0.0692,45.8,53.7,22.3,21,28,32.1,25.1,38.8,45,54.1,31.6,35.3,67.1,-22.6,NA,NA,2019
Alabama St.,SWAC,29,12,93.6,111.7,0.1156,46.1,53,21,21.2,31.6,32.4,37.4,36.9,44.7,53.6,32.1,34.7,68.5,-13.7,NA,NA,2019
Alcorn St.,SWAC,27,10,89,112.6,0.0628,45.7,52.7,24.1,18.2,30.1,31.5,30.5,36.5,45,55.3,31.3,32.1,67.1,-16.7,NA,NA,2019
Arkansas Pine Bluff,SWAC,31,13,94.1,110.8,0.1324,48.4,51.6,22.1,19.7,29.1,30.7,42.4,45,47,50.8,34,35.5,67.1,-14,NA,NA,2019
Grambling St.,SWAC,31,17,94.9,104,0.2607,50,45.1,22.1,18,25.8,29.4,43,42.3,45.5,44.7,40.2,30.6,70.7,-11.5,NA,NA,2019
Jackson St.,SWAC,30,13,90,104,0.1592,44.6,49.2,20.4,20.7,28.7,27,34.3,44,45.9,46.8,27.9,35.5,67,-14.5,NA,NA,2019
Mississippi Valley St.,SWAC,31,6,89.8,113.2,0.0657,41.9,54.1,18.5,17.5,28.4,31.7,33.7,32,40.1,51.4,31,39.1,70.6,-20.2,NA,NA,2019
Southern,SWAC,31,7,92.8,110,0.1242,48.9,54.9,23.2,22.2,30.2,32.9,34.6,50.5,48.8,54.8,32.6,36.7,67.5,-19.1,NA,NA,2019
Texas Southern,SWAC,36,24,102.8,109,0.3392,50.8,51.6,19.8,19.9,32.5,31.7,40.8,32.6,52.2,51.1,32.1,35,75.8,-6.6,NA,NA,2019
Cal St. Bakersfield,WAC,30,11,98.3,105.4,0.3097,46,48.3,20.1,19,33.4,26.9,37.7,48.7,45,44.4,32,36.6,61.1,-14.6,NA,NA,2015
Chicago St.,WAC,29,5,87.8,106,0.1028,42.3,52.8,23.5,22.3,33.6,33.3,27.1,53.9,40.6,50,30.2,38.1,63.5,-17.7,NA,NA,2015
Grand Canyon,WAC,30,15,104.1,112.9,0.2831,50.4,49.6,17.1,16.3,26.8,33.9,40.1,36.1,50.2,49.3,33.7,33.6,65,-9.7,NA,NA,2015
Seattle,WAC,32,16,96.6,101.7,0.3576,50.8,47,22,17.3,30.9,28.5,36.4,33.5,47.5,45.1,37.8,33.3,62.5,-11.5,NA,NA,2015
UMKC,WAC,31,12,96.5,107.2,0.2305,46.1,51.6,20,23.6,31.7,36.5,40.3,39.8,43.7,52.2,33.4,33.6,64.1,-14.1,NA,NA,2015
